,from,date,job_id,job_title,job_company,job_location,job_link
11,Indeed,07/19/2019,c39dacff38327aa3,Data Scientist,Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=c39dacff38327aa3
14,Indeed,07/19/2019,45eec71391747e50,Data Scientist,Roku,"Los Gatos, CA",https://www.indeed.com//rc/clk?jk=45eec71391747e50
15,Indeed,07/19/2019,9c334be25e47b041,Data Scientist/Engineer,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=9c334be25e47b041
17,Indeed,07/19/2019,042965e30d5016d5,Adjunct Professor Positions in Machine Learning ,Expert Education Consultants,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=042965e30d5016d5
18,Indeed,07/19/2019,94d58a357fd2dd4a,SWE Data Scientist,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=94d58a357fd2dd4a
19,Indeed,07/19/2019,3a9bef80b39fdd3e,Movidius Deep Learning Data Scientist,Intel,"Santa Clara, CA 95052",https://www.indeed.com//rc/clk?jk=3a9bef80b39fdd3e
20,Indeed,07/19/2019,5e832cc58e3c7532,Data Scientist,Tynker,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=5e832cc58e3c7532
22,Indeed,07/19/2019,2d39f364ed5ab18a,Data Experience,Netflix,"Los Gatos, CA 95032",https://www.indeed.com//rc/clk?jk=2d39f364ed5ab18a
24,Indeed,07/19/2019,4e0f4659973af90a,Research Scientist ( Imaging | Algorithms | Data Analysis ),KLA-Tencor,"Milpitas, CA 95035",https://www.indeed.com//rc/clk?jk=4e0f4659973af90a
25,Indeed,07/19/2019,df9c332915f64612,Earthquake Data Scientist,One Concern,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=df9c332915f64612
26,Indeed,07/19/2019,b4faca06bcdfe867,HID - Data Scientist,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=b4faca06bcdfe867
27,Indeed,07/19/2019,8372136899eb2807,Data Scientist,Data Xpander,"Sunnyvale, CA 94085",https://www.indeed.com//rc/clk?jk=8372136899eb2807
28,Indeed,07/19/2019,90819781d26fbd5c,Data Operations Linguist (Ontology),Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=90819781d26fbd5c
29,Indeed,07/19/2019,e1a54f2b4577967b,Data Scientist,eBay Inc.,"San Jose, CA",https://www.indeed.com//rc/clk?jk=e1a54f2b4577967b
30,Indeed,07/19/2019,06556f6aaa7fa0cb,Flood Data Scientist: Coastal/Storm Surge,One Concern,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=06556f6aaa7fa0cb
31,Indeed,07/19/2019,8414970d7bc4e4b0,Data Scientist Internship,A³ by Airbus,"Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=8414970d7bc4e4b0
32,Indeed,07/19/2019,80182e09e9f7dfa4,Data Scientist,LIVE OBJECTS,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=80182e09e9f7dfa4
33,Indeed,07/19/2019,c8045b8ddc9dab49,Data Scientist,Huobi,"Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=c8045b8ddc9dab49
34,Indeed,07/19/2019,8f8240e33e496846,"Data Scientist, Algorithm Testing",Roche,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=8f8240e33e496846
35,Indeed,07/19/2019,da08ac0702b6286b,Data & Applied Scientist,Microsoft,"Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=da08ac0702b6286b
36,Indeed,07/19/2019,e2c9eff6454886e5,"Staff Data Scientist, Machine Learning",Coursera,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=e2c9eff6454886e5
38,Indeed,07/19/2019,f9a82fcb6fa46c4c,Chief Data Scientist,SupportLogic,"San Jose, CA",https://www.indeed.com//rc/clk?jk=f9a82fcb6fa46c4c
39,Indeed,07/19/2019,9f22b7247d1453fe,DATA SCIENTIST,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=9f22b7247d1453fe
47,Indeed,07/19/2019,83cbfcea5f208ae0,Quality Engineer - Data Scientist,Lumentum Operations LLC,"Milpitas, CA",https://www.indeed.com//rc/clk?jk=83cbfcea5f208ae0
48,Indeed,07/19/2019,31206e006ebc532e,"Data Scientist, Global Premium Services",Google,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=31206e006ebc532e
49,Indeed,07/19/2019,39f9a79b65484afc,Research Scientist,Avion X,"Cupertino, CA",https://www.indeed.com//rc/clk?jk=39f9a79b65484afc
50,Indeed,07/19/2019,921d4ef8389fedec,"Data Scientist, Growth",Oath Inc,"Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=921d4ef8389fedec
51,Indeed,07/19/2019,73c3a83bc46e4bd5,Data Scientist,Ericsson,"Santa Clara, CA 95054",https://www.indeed.com//rc/clk?jk=73c3a83bc46e4bd5
52,Indeed,07/19/2019,a79221be263f9865,WTE Data Science Engineer,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=a79221be263f9865
53,Indeed,07/19/2019,288f7c128767de5b,Data Scientist,ASML,"San Jose, CA 95131 (North Valley area)",https://www.indeed.com//rc/clk?jk=288f7c128767de5b
54,Indeed,07/19/2019,37e54d38b5dc3331,Data Scientist - Fraud Analytics,DiDi Labs,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=37e54d38b5dc3331
55,Indeed,07/19/2019,b7f530c5c60de485,Machine Learning / Data Systems Engineer,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=b7f530c5c60de485
56,Indeed,07/19/2019,1396ae0a59315cfa,Health Sensing Data Scientist,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=1396ae0a59315cfa
57,Indeed,07/19/2019,5d7f99fea7e8044f,Data Scientist,Cardinal Analytx Solutions,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=5d7f99fea7e8044f
58,Indeed,07/19/2019,39aafe4491b5ebc3,Quantitative Analyst,Google,"Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=39aafe4491b5ebc3
59,Indeed,07/19/2019,4af116d34050ebd2,Data Scientist,"Latitude 36, Inc","Sunnyvale, CA 94085",https://www.indeed.com//rc/clk?jk=4af116d34050ebd2
60,Indeed,07/19/2019,ef2303e47e9b088f,Machine Learning Intern,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=ef2303e47e9b088f
61,Indeed,07/19/2019,412b4292d92e20b4,Data Scientist - AI Labs,BlackRock,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=412b4292d92e20b4
62,Indeed,07/19/2019,30ca3f68aa917c96,Data Scientist,Big Data Federation,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=30ca3f68aa917c96
63,Indeed,07/19/2019,4dd95e415d57e569,"Data Engineer, Calibra (Blockchain)",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=4dd95e415d57e569
64,Indeed,07/19/2019,11fc578fa392d595,Machine Learning Engineer,Kodiak Robotics,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=11fc578fa392d595
65,Indeed,07/19/2019,0cc7090c5f5cc162,Data Scientist | Advertising,Houzz,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=0cc7090c5f5cc162
66,Indeed,07/19/2019,e38aa78bd3d02078,"Content Data Scientist, Apple Media Products Data Science",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=e38aa78bd3d02078
67,Indeed,07/19/2019,3b744e189965fae7,"Data Scientist, Calibra Growth (Blockchain)",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=3b744e189965fae7
68,Indeed,07/19/2019,3820cb3051c0ef58,"Data Scientist - Fraud Engineering, Algorithms, and Risk",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=3820cb3051c0ef58
70,Indeed,07/19/2019,ec52547a7aa8cea4,iCloud Data Science Software Engineer - Cupertino & San Francisco,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=ec52547a7aa8cea4
71,Indeed,07/19/2019,32cd0bea652ccee7,Computer Vision Research Intern,"PARC, a Xerox company","Palo Alto, CA 94304",https://www.indeed.com//rc/clk?jk=32cd0bea652ccee7
72,Indeed,07/19/2019,d8637d1abe741af1,Staff Data Scientist,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=d8637d1abe741af1
73,Indeed,07/19/2019,4083f710322b2ce5,Siri - ML Engineer - Data Analytics,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=4083f710322b2ce5
74,Indeed,07/19/2019,079c82054f480a27,Search and Information Retrieval Engineer / Data Scientist (SIGIR 2019),Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=079c82054f480a27
77,Indeed,07/19/2019,4c21e78641c457c2,"Data Scientist, AR/VR Sales",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=4c21e78641c457c2
79,Indeed,07/19/2019,76f5d7d0a69c2b86,"Senior Data Scientist, NLP",Netflix,"Los Gatos, CA 95032",https://www.indeed.com//rc/clk?jk=76f5d7d0a69c2b86
80,Indeed,07/19/2019,9985e1a35167a92f,"Data Scientist, Analytics - Messenger Relevance",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=9985e1a35167a92f
81,Indeed,07/19/2019,ac5cd9f4cdedf4b8,"Siri - Embedded Data Scientist, Data Organization",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=ac5cd9f4cdedf4b8
82,Indeed,07/19/2019,e06108b433b41ef3,Data Integrity Analyst (Data Scientist),Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=e06108b433b41ef3
83,Indeed,07/19/2019,e618fbf7c6880836,Deep Learning Data Scientist,Intel,"Santa Clara, CA 95052",https://www.indeed.com//rc/clk?jk=e618fbf7c6880836
84,Indeed,07/19/2019,7798f5ca2c72dc0f,Data Scientist,PERITUS.AI,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=7798f5ca2c72dc0f
86,Indeed,07/19/2019,f3e1f31a8f59f47f,Data Scientist,"Farmer's Business Network, Inc.","San Carlos, CA 94070",https://www.indeed.com//rc/clk?jk=f3e1f31a8f59f47f
87,Indeed,07/19/2019,33a60213ba7fa675,"Data Scientist, Analytics - Forecasting and Anomaly Detection",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=33a60213ba7fa675
88,Indeed,07/19/2019,633dcf5ebe05f135,Data Scientist/Machine Learning Engineer,Altran,"Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=633dcf5ebe05f135
89,Indeed,07/19/2019,44b947a421c0af0a,Senior Data Scientist,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=44b947a421c0af0a
90,Indeed,07/19/2019,aadf37e2908cc8a4,Data Analyst,Enjoy Technology,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=aadf37e2908cc8a4
93,Indeed,07/19/2019,754208518ee7fe63,"Research Space Scientist, Research AST, Planetary Studies",US National Aeronautics and Space Administration,"Moffett Field, CA",https://www.indeed.com//rc/clk?jk=754208518ee7fe63
101,Indeed,07/19/2019,30f4b3fc42fce0da,Data Scientist,"Linc Global, Inc.","Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=30f4b3fc42fce0da
102,Indeed,07/19/2019,57061e1847cbd27e,Data Scientist - Staff Pricing Analyst,GLOBALFOUNDRIES,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=57061e1847cbd27e
103,Indeed,07/19/2019,acfd167383c273be,Data Scientist - Optimization,Bosch Group,"Sunnyvale, CA 94085",https://www.indeed.com//rc/clk?jk=acfd167383c273be
105,Indeed,07/19/2019,faec51647e646a88,Data & Tableau Reporting Analyst,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=faec51647e646a88
107,Indeed,07/19/2019,755568719870c49c,Machine Learning Architect (Data Scientist),Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=755568719870c49c
108,Indeed,07/19/2019,d425a164435faec9,Data Scientist - Nationwide Opportunities,"Amazon Web Services, Inc.","East Palo Alto, CA",https://www.indeed.com//rc/clk?jk=d425a164435faec9
109,Indeed,07/19/2019,39e2a6a11a0a852d,"Senior Data Scientist, Robotics","Midea Emerging Technology Co., LTD","San Jose, CA 95134 (North San Jose area)",https://www.indeed.com//rc/clk?jk=39e2a6a11a0a852d
111,Indeed,07/19/2019,b3845a0ed52f98f1,Data Scientist / Statistician / Economist,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=b3845a0ed52f98f1
112,Indeed,07/19/2019,f7a3ccbeaedcbdd8,Principal Data Scientist,Electronic Arts,"Redwood City, CA 94065",https://www.indeed.com//rc/clk?jk=f7a3ccbeaedcbdd8
113,Indeed,07/19/2019,fe450b3155b745a9,Digital Marketing Data Scientist,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=fe450b3155b745a9
114,Indeed,07/19/2019,b469119383c80b4c,"Data Scientist, Analytics - Personalization",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=b469119383c80b4c
115,Indeed,07/19/2019,fa5723a1a26637bc,"Machine Learning Engineer, Proactive Intelligence",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=fa5723a1a26637bc
116,Indeed,07/19/2019,62916ebc37d1262a,"Senior Software Engineer, Real Time Data Analytics",Netflix,"Los Gatos, CA 95032",https://www.indeed.com//rc/clk?jk=62916ebc37d1262a
117,Indeed,07/19/2019,43b153fcadba95f5,"Data Scientist, Operations Data Science",Google,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=43b153fcadba95f5
118,Indeed,07/19/2019,b546b2a68dd206fa,"Video Data Scientist, Apple Media Products Data Science",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=b546b2a68dd206fa
119,Indeed,07/19/2019,5e78acc36944484e,Machine Learning Engineer,"Intuitive Surgical, Inc.","Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=5e78acc36944484e
120,Indeed,07/19/2019,3eaa91c0b3397831,Product Data Scientist | Advertising,Houzz,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=3eaa91c0b3397831
121,Indeed,07/19/2019,a61a5f61f74ae339,Data Scientist,Personal Capital,"Redwood Shores, CA",https://www.indeed.com//rc/clk?jk=a61a5f61f74ae339
123,Indeed,07/19/2019,8a48cb08553a9c64,Computational support for Machine Learning and LSTM,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=8a48cb08553a9c64
124,Indeed,07/19/2019,b8fbdb63b950ccf1,Data Scientist,Eversight,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=b8fbdb63b950ccf1
125,Indeed,07/19/2019,be169f11ade76b93,Machine Learning Scientist / Engineer (KDD 2019),Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=be169f11ade76b93
126,Indeed,07/19/2019,27e373771fcd6d97,"Data Scientist - Analytics, Health Strategic Initiatives",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=27e373771fcd6d97
127,Indeed,07/19/2019,89c6cd2e9fe46e84,Data Scientist,eHealth,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=89c6cd2e9fe46e84
128,Indeed,07/19/2019,0e07149261db327d,Data Scientist,Osmo,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=0e07149261db327d
129,Indeed,07/19/2019,e4cea87b132cb314,"Data Architect, Decision Analytics Services",EXL,"San Jose, CA",https://www.indeed.com//rc/clk?jk=e4cea87b132cb314
130,Indeed,07/19/2019,cb526e333f6db9b1,Junior Data Engineer- ML and AI,Ericsson,"Santa Clara, CA 95054",https://www.indeed.com//rc/clk?jk=cb526e333f6db9b1
131,Indeed,07/19/2019,2015a6331240f2c3,VP Product Data Science & Engineering,Netflix,"Los Gatos, CA 95032",https://www.indeed.com//rc/clk?jk=2015a6331240f2c3
132,Indeed,07/19/2019,9a779e5f3f725f3f,Senior Data Scientist,Adobe,"San Jose, CA",https://www.indeed.com//rc/clk?jk=9a779e5f3f725f3f
134,Indeed,07/19/2019,4dc539fcdfbeb4de,"Data Scientist, CoreApp",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=4dc539fcdfbeb4de
135,Indeed,07/19/2019,00f69fee75cf1291,Machine Learning Engineer,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=00f69fee75cf1291
136,Indeed,07/19/2019,e11cf0da41473ea4,Computer Vision/Machine Learning Engineer,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=e11cf0da41473ea4
137,Indeed,07/19/2019,ebcaf0e942d9b591,Sr Administrative Assistant | Artificial Intelligence,TARGET,"Sunnyvale, CA 94086",https://www.indeed.com//rc/clk?jk=ebcaf0e942d9b591
138,Indeed,07/19/2019,e06a5c81e2aece76,Senior Data Scientist/Statistician,Align Technology,"San Jose, CA 95131 (North Valley area)",https://www.indeed.com//rc/clk?jk=e06a5c81e2aece76
139,Indeed,07/19/2019,bd93f3f05cd92625,Data Scientist / Data Analyst,Arosys,"Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=bd93f3f05cd92625
140,Indeed,07/19/2019,d0e11f9908fcfaaa,Data Scientist II,Genomic Health,"Redwood City, CA 94063",https://www.indeed.com//rc/clk?jk=d0e11f9908fcfaaa
141,Indeed,07/19/2019,62a8fbb402811435,Data Scientist - Enterprise Networking,Cisco Careers,"San Jose, CA",https://www.indeed.com//rc/clk?jk=62a8fbb402811435
142,Indeed,07/19/2019,844178c9c01970da,Data Scientist,AccuraGen,"Menlo Park, CA 94025",https://www.indeed.com//rc/clk?jk=844178c9c01970da
143,Indeed,07/19/2019,0ce3917532c4850c,Data Scientist,Logic20/20,"San Jose, CA",https://www.indeed.com//rc/clk?jk=0ce3917532c4850c
144,Indeed,07/19/2019,11a0b9f4f2168b13,Location Estimation Scientist,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=11a0b9f4f2168b13
145,Indeed,07/19/2019,7845dcf0b701ffde,Data Scientist,Interos,"Menlo Park, CA 94025",https://www.indeed.com//rc/clk?jk=7845dcf0b701ffde
146,Indeed,07/19/2019,cbd97c42276f0d86,"Data Scientist, Analytics - Integrity Measurement",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=cbd97c42276f0d86
148,Indeed,07/19/2019,85a24b62479fad81,Staff Data Scientist - NLP,Walmart,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=85a24b62479fad81
149,Indeed,07/19/2019,20adc96451ba914a,Software Engineering Intern,Bosch Group,"Sunnyvale, CA 94085",https://www.indeed.com//rc/clk?jk=20adc96451ba914a
150,Indeed,07/19/2019,aee6887f39ff711f,Senior Data Scientist - Insights,CaaStle,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=aee6887f39ff711f
152,Indeed,07/19/2019,b8a5591f756dcaf8,"Data Scientist, People Analytics",Workday,"Pleasanton, CA 94588",https://www.indeed.com//rc/clk?jk=b8a5591f756dcaf8
153,Indeed,07/19/2019,032a60df9899fe1c,Senior Data Scientist,Proofpoint,"Sunnyvale, CA 94089",https://www.indeed.com//rc/clk?jk=032a60df9899fe1c
154,Indeed,07/19/2019,ae4eda3c9f9cbc4b,Staff Data Scientist Forecasting,Walmart eCommerce,"Sunnyvale, CA 94087",https://www.indeed.com//rc/clk?jk=ae4eda3c9f9cbc4b
155,Indeed,07/19/2019,7ad0cecab93c6f73,GIS Data Scientist,WeWork,"Palo Alto, CA",https://www.indeed.com//rc/clk?jk=7ad0cecab93c6f73
158,Indeed,07/19/2019,6af754ea756a4d0b,Associate Scientist V,Abbott Laboratories,"Santa Clara, CA 95054",https://www.indeed.com//rc/clk?jk=6af754ea756a4d0b
159,Indeed,07/19/2019,cb3b6890e87bd5e1,Data Scientist,Electronic Arts,"Redwood City, CA 94065",https://www.indeed.com//rc/clk?jk=cb3b6890e87bd5e1
160,Indeed,07/19/2019,eaeaa4709ca60e0c,"Data Scientist, Analytics - Messenger Growth",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=eaeaa4709ca60e0c
161,Indeed,07/19/2019,263f803b8c22ea09,"Data Scientist, Analytics - Family Ecosystem",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=263f803b8c22ea09
162,Indeed,07/19/2019,dbb88763a4a93a29,"Data Scientist, Buyer Experience",eBay Inc.,"San Jose, CA",https://www.indeed.com//rc/clk?jk=dbb88763a4a93a29
163,Indeed,07/19/2019,70974020f59bfdd6,Data Scientist,Trianz,"San Jose, CA",https://www.indeed.com//rc/clk?jk=70974020f59bfdd6
164,Indeed,07/19/2019,b947bd42b2528214,Data Scientist,MachineZone,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=b947bd42b2528214
167,Indeed,07/19/2019,ac67748cb5934c8b,Siri - Data Scientist-QE Analytics,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=ac67748cb5934c8b
168,Indeed,07/19/2019,3bdedd783f131099,Senior Data Analyst / Data Scientist - Maps Content Team,Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=3bdedd783f131099
169,Indeed,07/19/2019,18d0cb65cbceee77,"Data Scientist, Acquisition and Onboarding, Google Customer Solutions",Google,"Redwood City, CA 94063",https://www.indeed.com//rc/clk?jk=18d0cb65cbceee77
171,Indeed,07/19/2019,18530a94bf6e3358,Data Scientist,Omnicell,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=18530a94bf6e3358
172,Indeed,07/19/2019,ba28c4b6fa33ee5b,"Data Science Manager, Analytics (CPS)",Facebook,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=ba28c4b6fa33ee5b
173,Indeed,07/19/2019,8659d5a8e611d4da,"Vice President, Global IT Enterprise Analytics & Data Science",Equinix,"Sunnyvale, CA",https://www.indeed.com//rc/clk?jk=8659d5a8e611d4da
174,Indeed,07/19/2019,ab4b358ccf594831,Data Scientist,Quantifind,"Menlo Park, CA 94025",https://www.indeed.com//rc/clk?jk=ab4b358ccf594831
175,Indeed,07/19/2019,feb6e935becb574f,Data Scientist,"ADARA, Inc.","Palo Alto, CA 94303",https://www.indeed.com//rc/clk?jk=feb6e935becb574f
176,Indeed,07/19/2019,fe42937d95940476,Flood Data Scientist: Urban Flooding,One Concern,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=fe42937d95940476
177,Indeed,07/19/2019,9dfacf9144408505,Time Series Data Science Intern,Bosch Group,"Sunnyvale, CA 94085",https://www.indeed.com//rc/clk?jk=9dfacf9144408505
178,Indeed,07/19/2019,c69bc0cf0f53aadf,"Apple Books Data Scientist, Apple Media Products Data Science",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=c69bc0cf0f53aadf
179,Indeed,07/19/2019,e3c41dbf338a389d,Senior Machine Learning Engineer / Data Scientist,SoundHound Inc.,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=e3c41dbf338a389d
180,Indeed,07/19/2019,47fa3afa029b6955,Data Scientist,Gayathri's Sandbox,"Menlo Park, CA",https://www.indeed.com//rc/clk?jk=47fa3afa029b6955
181,Indeed,07/19/2019,4520d1889140c487,People Analytics Data Scientist,Applied Materials Inc.,"Santa Clara, CA",https://www.indeed.com//rc/clk?jk=4520d1889140c487
182,Indeed,07/19/2019,afccc42653534b97,Data Scientist,HackerRank,"Mountain View, CA",https://www.indeed.com//rc/clk?jk=afccc42653534b97
184,Indeed,07/19/2019,f4be389871762dcd,Search Data Analyst,Adobe,"San Jose, CA",https://www.indeed.com//rc/clk?jk=f4be389871762dcd
185,Indeed,07/19/2019,8ce8636880545344,Senior Data Analyst,Adobe,"San Jose, CA",https://www.indeed.com//rc/clk?jk=8ce8636880545344
186,Indeed,07/19/2019,048063f6c5b251cd,"Product Data Science Manager, Apple Media Products Data Science",Apple,"Santa Clara Valley, CA",https://www.indeed.com//rc/clk?jk=048063f6c5b251cd
187,Indeed,07/19/2019,c9c752ca9e099c1e,Data Scientist,IdentityMind,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=c9c752ca9e099c1e
188,Indeed,07/19/2019,636918e658eec5c5,Data Scientist,Criteo,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=636918e658eec5c5
189,Indeed,07/19/2019,2bddc73c4ed19c3c,"Machine Learning Scientist, Alexa","Amazon.com Services, Inc.","Santa Clara, CA",https://www.indeed.com//rc/clk?jk=2bddc73c4ed19c3c
190,Indeed,07/19/2019,5c5ee2ff833131e6,Data Scientist,KOCH AG & ENERGY SOLUTIONS,"Hayward, CA",https://www.indeed.com//rc/clk?jk=5c5ee2ff833131e6
191,Indeed,07/19/2019,496647748b39e5fc,Data Scientist,Cloudwick,"Newark, CA 94560",https://www.indeed.com//rc/clk?jk=496647748b39e5fc
192,Indeed,07/19/2019,4ac65e466106443d,Applied Scientist - Amazon AI,"Amazon.com Services, Inc.","East Palo Alto, CA",https://www.indeed.com//rc/clk?jk=4ac65e466106443d
193,Indeed,07/19/2019,ddab6d4de64e5465,Data Scientist,Confluent,"Palo Alto, CA 94301 (Professorville area)",https://www.indeed.com//rc/clk?jk=ddab6d4de64e5465
194,Indeed,07/19/2019,ee0b54311ad12a76,Image Processing & Machine Learning Researcher,KLA-Tencor,"Milpitas, CA 95035",https://www.indeed.com//rc/clk?jk=ee0b54311ad12a76
